nodes/id,nodes/class_name
livingroom,11
floor,12
floor,13
floor,14
floor,15
wall,16
wall,17
wall,18
wall,19
ceiling,20
ceiling,21
ceiling,22
ceiling,23
doorjamb,24
sofa,25
chair,26
desk,27
tvstand,28
wallshelf,29
wallshelf,30
wallshelf,31
wallshelf,32
nightstand,33
closet,34
hanger,35
clothesshirt,36
hanger,37
clothespants,38
hanger,39
clothesshirt,40
hanger,41
clothespants,42
hanger,43
clothespants,44
hanger,45
clothespants,46
hanger,47
clothespants,48
hanger,49
clothesshirt,50
hanger,51
hanger,52
hanger,53
closetdrawer,54
clothespile,55
clothespile,56
closetdrawer,57
clothespile,58
closetdrawer,59
clothespile,60
closetdrawer,61
clothespile,62
clothespile,63
clothespile,64
closetdrawer,65
clothespile,66
clothespile,67
clothespile,68
closetdrawer,69
clothespile,70
closetdrawer,71
clothespile,72
clothespile,73
clothespile,74
clothespile,75
tablelamp,76
ceilinglamp,77
walllamp,78
wallpictureframe,79
orchid,80
rug,81
rug,82
pillow,83
pillow,84
wallpictureframe,85
book,86
book,87
hairproduct,88
hairproduct,89
facecream,90
deodorant,91
photoframe,92
wineglass,93
waterglass,94
cupcake,95
plate,96
mug,97
plate,98
plate,99
cellphone,100
towel,101
powersocket,102
lightswitch,103
keyboard,104
mouse,105
mousemat,106
cpuscreen,107
tv,108
computer,109
remotecontrol,110
breadslice,111
kitchen,112
floor,113
floor,114
floor,115
floor,116
floor,117
floor,118
wall,119
wall,120
wall,121
wall,122
wall,123
wall,124
ceiling,125
ceiling,126
ceiling,127
ceiling,128
ceiling,129
ceiling,130
door,131
doorjamb,132
wallshelf,133
tvstand,134
chair,135
chair,136
chair,137
chair,138
kitchentable,139
wallshelf,140
bookshelf,141
sofa,142
kitchencabinet,143
kitchencabinet,144
kitchencabinet,145
kitchencabinet,146
kitchencabinet,147
kitchencabinet,148
kitchencabinet,149
kitchencabinet,150
kitchencounter,151
sink,152
faucet,153
stovefan,154
stove,155
oventray,156
dishwasher,157
fridge,158
toaster,159
breadslice,160
breadslice,161
coffeemaker,162
microwave,163
dishbowl,164
ceilinglamp,165
ceilinglamp,166
dishbowl,167
clothespile,168
clothespile,169
wineglass,170
wineglass,171
washingsponge,172
dishwashingliquid,173
facecream,174
deodorant,175
perfume,176
cookingpot,177
condimentbottle,178
condimentbottle,179
condimentshaker,180
condimentshaker,181
box,182
photoframe,183
plate,184
mug,185
mug,186
plate,187
plate,188
towel,189
cellphone,190
folder,191
folder,192
folder,193
folder,194
folder,195
coffeepot,196
fryingpan,197
waterglass,198
cutleryknife,199
cutleryfork,200
plate,201
garbagecan,202
pillow,203
pillow,204
rug,205
orchid,206
wallpictureframe,207
wallphone,208
tv,209
lightswitch,210
powersocket,211
crackers,212
creamybuns,213
cupcake,214
chips,215
chicken,216
salmon,217
salad,218
bananas,219
bananas,220
dishbowl,221
mincedmeat,222
cutlets,223
chocolatesyrup,224
cereal,225
cupcake,226
cupcake,227
pudding,228
pie,229
cereal,230
bedroom,231
floor,232
floor,233
floor,234
floor,235
ceiling,236
ceiling,237
ceiling,238
ceiling,239
wall,240
wall,241
wall,242
wall,243
walllamp,244
walllamp,245
tablelamp,246
ceilinglamp,247
rug,248
wallpictureframe,249
wallpictureframe,250
wallpictureframe,251
pillow,252
pillow,253
pillow,254
orchid,255
rug,256
pillow,257
pillow,258
doorjamb,259
door,260
slippers,261
book,262
perfume,263
deodorant,264
facecream,265
photoframe,266
towel,267
lightswitch,268
powersocket,269
radio,270
wallshelf,271
wallshelf,272
chair,273
closet,274
hanger,275
clothespants,276
hanger,277
clothesshirt,278
hanger,279
clothespants,280
hanger,281
clothesshirt,282
hanger,283
closetdrawer,284
clothespile,285
clothespile,286
clothespile,287
closetdrawer,288
clothespile,289
clothespile,290
sofa,291
nightstand,292
bed,293
cabinet,294
bathroom,295
floor,296
floor,297
floor,298
floor,299
wall,300
wall,301
wall,302
wall,303
ceiling,304
ceiling,305
ceiling,306
ceiling,307
doorjamb,308
door,309
walllamp,310
ceilinglamp,311
stall,312
curtains,313
stall,314
toilet,315
bathroomcabinet,316
bathroomcounter,317
sink,318
faucet,319
towelrack,320
closet,321
hanger,322
hanger,323
hanger,324
hanger,325
hanger,326
hanger,327
hanger,328
hanger,329
hanger,330
hanger,331
hanger,332
closetdrawer,333
closetdrawer,334
closetdrawer,335
closet,336
hanger,337
clothesshirt,338
hanger,339
clothespants,340
hanger,341
clothespants,342
hanger,343
clothespants,344
hanger,345
clothesshirt,346
hanger,347
hanger,348
closetdrawer,349
clothespile,350
closetdrawer,351
closetdrawer,352
clothespile,353
clothespile,354
closetdrawer,355
clothespile,356
clothespile,357
closetdrawer,358
clothespile,359
towelrack,360
towel,361
towel,362
towel,363
toiletpaper,364
washingsponge,365
hairproduct,366
hairproduct,367
slippers,368
slippers,369
waterglass,370
toothbrush,371
barsoap,372
perfume,373
deodorant,374
facecream,375
painkillers,376
toothpaste,377
towel,378
towel,379
wallpictureframe,380
rug,381
rug,382
powersocket,383
powersocket,384
lightswitch,385
washingmachine,386
