nodes/id,nodes/class_name
kitchen,11
wall,12
wall,13
wall,14
wall,15
wall,16
wall,17
wall,18
wall,19
wall,20
wall,21
floor,22
floor,23
floor,24
floor,25
floor,26
floor,27
floor,28
floor,29
floor,30
floor,31
floor,32
floor,33
ceiling,34
ceiling,35
ceiling,36
ceiling,37
ceiling,38
ceiling,39
ceiling,40
ceiling,41
ceiling,42
ceiling,43
ceiling,44
ceiling,45
doorjamb,46
door,47
doorjamb,48
window,49
ceilinglamp,50
ceilinglamp,51
ceilinglamp,52
walllamp,53
walllamp,54
walllamp,55
wallphone,56
powersocket,57
lightswitch,58
cutleryknife,59
cutleryknife,60
knifeblock,61
fryingpan,62
cookingpot,63
waterglass,64
cutleryknife,65
cutleryfork,66
plate,67
plate,68
cutleryfork,69
cutleryknife,70
waterglass,71
waterglass,72
cutleryknife,73
cutleryfork,74
plate,75
plate,76
cutleryfork,77
cutleryknife,78
waterglass,79
waterglass,80
cutleryknife,81
cutleryfork,82
plate,83
plate,84
cutleryfork,85
cutleryknife,86
waterglass,87
waterglass,88
cutleryknife,89
cutleryfork,90
plate,91
condimentshaker,92
condimentshaker,93
condimentbottle,94
condimentbottle,95
condimentbottle,96
condimentbottle,97
condimentshaker,98
condimentshaker,99
waterglass,100
cutleryknife,101
cutleryfork,102
plate,103
plate,104
book,105
book,106
book,107
book,108
book,109
book,110
photoframe,111
clothespile,112
clothespile,113
box,114
dishbowl,115
dishbowl,116
dishbowl,117
dishbowl,118
dishbowl,119
cellphone,120
garbagecan,121
folder,122
washingsponge,123
dishwashingliquid,124
rug,125
rug,126
candle,127
orchid,128
wallpictureframe,129
curtains,130
curtains,131
curtains,132
bench,133
kitchentable,134
bench,135
bench,136
bench,137
kitchentable,138
kitchencounter,139
kitchencounter,140
kitchencabinet,141
kitchencabinet,142
kitchencabinet,143
kitchencabinet,144
kitchencabinet,145
kitchencabinet,146
kitchencabinet,147
kitchencabinet,148
kitchencounter,149
kitchencounterdrawer,150
kitchencounterdrawer,151
kitchencounterdrawer,152
kitchencounterdrawer,153
kitchencounterdrawer,154
kitchencounterdrawer,155
kitchencounterdrawer,156
kitchencounterdrawer,157
sink,158
faucet,159
tvstand,160
bookshelf,161
bookshelf,162
chair,163
stovefan,164
fridge,165
stove,166
oventray,167
dishwasher,168
toaster,169
breadslice,170
breadslice,171
coffeemaker,172
coffeepot,173
microwave,174
dishbowl,175
chocolatesyrup,176
chips,177
cereal,178
juice,179
juice,180
cutlets,181
milk,182
milk,183
bananas,184
bananas,185
dishbowl,186
salmon,187
mincedmeat,188
salad,189
chicken,190
cupcake,191
crackers,192
creamybuns,193
livingroom,194
floor,195
floor,196
floor,197
floor,198
floor,199
floor,200
wall,201
wall,202
wall,203
wall,204
wall,205
wall,206
ceiling,207
ceiling,208
ceiling,209
ceiling,210
ceiling,211
ceiling,212
window,213
doorjamb,214
walllamp,215
walllamp,216
ceilinglamp,217
tvstand,218
wallshelf,219
bookshelf,220
bookshelf,221
wallshelf,222
wallshelf,223
sofa,224
candle,225
pillow,226
wallpictureframe,227
curtains,228
curtains,229
curtains,230
orchid,231
rug,232
book,233
cupcake,234
cupcake,235
cupcake,236
plate,237
book,238
book,239
box,240
photoframe,241
plate,242
towel,243
book,244
book,245
book,246
slippers,247
plate,248
tv,249
lightswitch,250
powersocket,251
breadslice,252
bedroom,253
floor,254
floor,255
floor,256
floor,257
ceiling,258
ceiling,259
ceiling,260
ceiling,261
wall,262
wall,263
wall,264
wall,265
door,266
ceilinglamp,267
tablelamp,268
rug,269
wallpictureframe,270
pillow,271
pillow,272
book,273
book,274
dishbowl,275
book,276
book,277
photoframe,278
facecream,279
deodorant,280
perfume,281
box,282
painkillers,283
poundcake,284
plate,285
cellphone,286
book,287
folder,288
folder,289
lightswitch,290
powersocket,291
bookshelf,292
desk,293
nightstand,294
chair,295
bed,296
bathroom,297
wall,298
wall,299
wall,300
wall,301
wall,302
wall,303
floor,304
floor,305
floor,306
floor,307
floor,308
floor,309
ceiling,310
ceiling,311
ceiling,312
ceiling,313
ceiling,314
ceiling,315
doorjamb,316
door,317
window,318
ceilinglamp,319
walllamp,320
walllamp,321
walllamp,322
rug,323
curtains,324
curtains,325
candle,326
wallpictureframe,327
bathtub,328
towelrack,329
towelrack,330
towelrack,331
wallshelf,332
toilet,333
stall,334
curtains,335
bathroomcabinet,336
bathroomcounter,337
sink,338
faucet,339
towel,340
towel,341
towel,342
perfume,343
deodorant,344
hairproduct,345
hairproduct,346
facecream,347
plate,348
toothpaste,349
painkillers,350
waterglass,351
toothbrush,352
barsoap,353
towel,354
towel,355
lightswitch,356
washingmachine,357
bedroom,358
floor,359
floor,360
floor,361
floor,362
floor,363
floor,364
floor,365
floor,366
floor,367
wall,368
wall,369
wall,370
wall,371
wall,372
wall,373
wall,374
wall,375
window,376
ceiling,377
ceiling,378
ceiling,379
ceiling,380
ceiling,381
ceiling,382
ceiling,383
ceiling,384
ceiling,385
doorjamb,386
ceilinglamp,387
tablelamp,388
tablelamp,389
garbagecan,390
photoframe,391
book,392
book,393
box,394
plate,395
mug,396
cupcake,397
pillow,398
toy,399
pillow,400
remotecontrol,401
towel,402
bookshelf,403
nightstand,404
chair,405
desk,406
bed,407
closet,408
cabinet,409
computer,410
mouse,411
mousemat,412
keyboard,413
cpuscreen,414
lightswitch,415
radio,416
rug,417
wallpictureframe,418
wallpictureframe,419
wallpictureframe,420
curtains,421
curtains,422
curtains,423
