nodes/id,nodes/class_name
bathroom,11
floor,12
floor,13
floor,14
floor,15
floor,16
floor,17
wall,18
wall,19
wall,20
wall,21
wall,22
wall,23
ceiling,24
ceiling,25
ceiling,26
ceiling,27
ceiling,28
ceiling,29
rug,30
curtains,31
ceilinglamp,32
walllamp,33
walllamp,34
walllamp,35
bathroomcounter,36
sink,37
faucet,38
bathtub,39
towelrack,40
towelrack,41
towelrack,42
wallshelf,43
stall,44
bathroomcabinet,45
toilet,46
door,47
doorjamb,48
towel,49
towel,50
towel,51
deodorant,52
facecream,53
plate,54
toothpaste,55
waterglass,56
toothbrush,57
towel,58
towel,59
towel,60
painkillers,61
book,62
book,63
perfume,64
mug,65
barsoap,66
window,67
lightswitch,68
washingmachine,69
bedroom,70
floor,71
floor,72
floor,73
floor,74
floor,75
floor,76
floor,77
floor,78
floor,79
wall,80
wall,81
wall,82
wall,83
wall,84
wall,85
wall,86
wall,87
wall,88
window,89
ceiling,90
ceiling,91
ceiling,92
ceiling,93
ceiling,94
ceiling,95
ceiling,96
ceiling,97
ceiling,98
ceilinglamp,99
tablelamp,100
chair,101
bookshelf,102
nightstand,103
bed,104
closet,105
chair,106
coffeetable,107
doorjamb,108
lightswitch,109
printer,110
rug,111
wallpictureframe,112
wallpictureframe,113
wallpictureframe,114
curtains,115
curtains,116
pillow,117
pillow,118
book,119
book,120
slippers,121
hanger,122
hanger,123
hanger,124
hanger,125
hanger,126
hanger,127
hanger,128
hanger,129
hanger,130
hanger,131
hanger,132
clothesshirt,133
clothespants,134
clothespants,135
clothespants,136
clothespants,137
clothesshirt,138
closetdrawer,139
closetdrawer,140
closetdrawer,141
closetdrawer,142
closetdrawer,143
closetdrawer,144
clothespile,145
clothespile,146
clothespile,147
clothespile,148
clothespile,149
clothespile,150
clothespile,151
clothespile,152
clothespile,153
clothespile,154
clothespile,155
clothespile,156
clothespile,157
toy,158
toy,159
towel,160
kitchen,161
floor,162
floor,163
floor,164
floor,165
floor,166
floor,167
wall,168
wall,169
wall,170
wall,171
wall,172
wall,173
ceiling,174
ceiling,175
ceiling,176
ceiling,177
ceiling,178
ceiling,179
door,180
doorjamb,181
ceilinglamp,182
ceilinglamp,183
tvstand,184
kitchentable,185
bench,186
bench,187
kitchencounter,188
kitchencounterdrawer,189
kitchencounterdrawer,190
kitchencounterdrawer,191
kitchencounterdrawer,192
kitchencounterdrawer,193
kitchencounterdrawer,194
kitchencounterdrawer,195
kitchencounterdrawer,196
sink,197
faucet,198
bookshelf,199
rug,200
wallpictureframe,201
wallpictureframe,202
orchid,203
lightswitch,204
powersocket,205
tv,206
radio,207
clock,208
wallphone,209
towel,210
dishbowl,211
washingsponge,212
dishwashingliquid,213
book,214
fryingpan,215
waterglass,216
cutleryknife,217
cutleryfork,218
plate,219
waterglass,220
cutleryknife,221
cutleryfork,222
plate,223
condimentshaker,224
photoframe,225
cellphone,226
mug,227
coffeepot,228
cuttingboard,229
folder,230
folder,231
folder,232
cuttingboard,233
garbagecan,234
stove,235
oventray,236
toaster,237
breadslice,238
breadslice,239
fridge,240
stovefan,241
coffeemaker,242
coffeepot,243
microwave,244
plate,245
cereal,246
creamybuns,247
crackers,248
chocolatesyrup,249
chicken,250
cupcake,251
whippedcream,252
chips,253
carrot,254
salad,255
milk,256
milk,257
salmon,258
milk,259
livingroom,260
floor,261
floor,262
floor,263
floor,264
floor,265
floor,266
floor,267
floor,268
floor,269
wall,270
wall,271
wall,272
wall,273
wall,274
wall,275
wall,276
wall,277
ceiling,278
ceiling,279
ceiling,280
ceiling,281
ceiling,282
ceiling,283
ceiling,284
ceiling,285
ceiling,286
doorjamb,287
doorjamb,288
window,289
ceilinglamp,290
walllamp,291
walllamp,292
sofa,293
bookshelf,294
coffeetable,295
desk,296
chair,297
closet,298
hanger,299
clothespants,300
hanger,301
clothesshirt,302
hanger,303
clothespants,304
hanger,305
clothespants,306
hanger,307
clothesshirt,308
hanger,309
closetdrawer,310
clothespile,311
clothespile,312
closetdrawer,313
clothespile,314
closetdrawer,315
clothespile,316
clothespile,317
clothespile,318
cabinet,319
wallpictureframe,320
rug,321
wallpictureframe,322
pillow,323
curtains,324
curtains,325
curtains,326
tv,327
lightswitch,328
powersocket,329
mouse,330
mousemat,331
cpuscreen,332
computer,333
keyboard,334
mug,335
cellphone,336
paper,337
magazine,338
folder,339
folder,340
folder,341
clothespile,342
clothespile,343
clothespile,344
deodorant,345
remotecontrol,346
notes,347
plate,348
towel,349
breadslice,350
cupcake,351
